M9_board,M9_center,M9_corner,M8_board,M8_center,M8_corner,M7_board,M7_center,M7_corner
305.15,305.15,310.15,305.15,305.15,310.15,305.15,305.15,310.15
311.4723098,305.1549895,310.3133095,310.952677,305.1544968,310.212326,310.7192877,305.1542417,310.212326
310.7019214,305.1726507,310.5502796,310.2318037,305.1703283,310.3265092,310.0118852,305.1691433,310.3265092
311.3946636,305.2102566,310.8154661,310.8350638,305.203991,310.4731165,310.5566935,305.2007872,310.4731165
312.1444866,305.2736355,311.1041431,311.5074091,305.2606579,310.6440614,311.1866694,305.2540115,310.6440614
312.908765,305.3718242,311.4233264,312.1929159,305.3483845,310.8401129,311.8299518,305.3363833,310.8401129
313.6715931,305.4988566,311.769525,312.8772742,305.4617759,311.0549324,312.4728804,305.4427813,311.0549324
314.4418496,305.6567849,312.142781,313.5680574,305.6026684,311.2901101,313.1221459,305.5750222,311.2901101
315.2203484,305.8450859,312.5409502,314.265844,305.7707113,311.5456801,313.7780094,305.7326628,311.5456801
316.0065984,306.0625643,312.9610116,314.9701192,305.9646108,311.8209457,314.4399328,305.9146761,311.8209457
316.7996116,306.3073572,313.3996747,315.679992,306.1828535,312.1147547,315.1070118,306.1194913,312.1147547
317.5980387,306.5773418,313.8537664,316.3942973,306.4235669,312.4256778,315.7781355,306.3453017,312.4256778
318.4003493,306.8703685,314.3203998,317.1117075,306.6847347,312.7521555,316.4520527,306.5903596,312.7521555
319.2049684,307.1842202,314.7970415,317.8308479,306.9644417,313.0925951,317.1274858,306.8528215,313.0925951
320.0103208,307.5167716,315.2815254,318.5503487,307.260784,313.4454366,317.80314,307.1309179,313.4454366
320.8149131,307.8660533,315.7720087,319.2689095,307.5720258,313.8091976,318.4778209,307.4229729,313.8091976
321.6173627,308.2302541,316.266955,319.9853165,307.8965078,314.1824969,319.1504086,307.7274398,314.1824969
322.416482,308.607621,316.7650779,320.6985277,308.2327062,314.5640608,319.8199225,308.0428336,314.5640608
323.211176,308.996597,317.2653121,321.407597,308.5792227,314.9527325,320.4854727,308.3679174,314.9527325
324.0004928,309.3957447,317.7667726,322.1116874,308.9347895,315.3474641,321.1462991,308.7014726,315.3474641
324.7836156,309.8037435,318.2687293,322.8100906,309.2982415,315.7473131,321.8017535,309.0424141,315.7473131
325.5598466,310.2194396,318.7705726,323.5022046,309.668547,316.1514335,322.4512439,309.3897478,316.1514335
326.3286053,310.6417883,319.2718007,324.1875153,310.0447429,316.5590679,323.09431,309.7426272,316.5590679
327.089405,311.0698181,319.7719974,324.8656052,310.425982,316.9695444,323.7305782,310.1002384,316.9695444
327.8418487,311.5026797,320.2708159,325.5361292,310.8115038,317.3822587,324.3596908,310.4618643,317.3822587
328.5856158,311.9396016,320.7679686,326.1988132,311.2006247,317.7966755,324.9814183,310.8268705,317.7966755
329.3204514,312.3798989,321.2632166,326.8534363,311.5927295,318.2123169,325.5955386,311.19468,318.2123169
330.0461593,312.8229517,321.756359,327.499832,311.9872664,318.6287599,326.2019116,311.5647763,318.6287599
330.7625987,313.2681743,322.2472266,328.1378769,312.3837423,319.045625,326.800409,311.9366876,319.045625
331.469664,313.7150937,322.7356805,328.7674857,312.7817114,319.4625783,327.3909679,312.3099976,319.4625783
332.1672907,314.1632648,323.2215992,329.3886057,313.1807766,319.8793213,327.9735356,312.6843357,319.8793213
332.8554477,314.6122823,323.7048873,330.0012125,313.5805751,320.2955874,328.5480599,313.0593662,320.2955874
333.5341296,315.0617855,324.1854595,330.605306,313.980795,320.7111412,329.1145796,313.4347871,320.7111412
334.2033537,315.5114486,324.6632453,331.2009071,314.381147,321.1257737,329.6731116,313.8103291,321.1257737
334.8631578,315.9609955,325.1381843,331.788053,314.7813766,321.5392968,330.2236602,314.1857516,321.5392968
335.5136001,316.4101669,325.6102256,332.3667961,315.1812584,321.9515465,330.7663149,314.5608397,321.9515465
336.1547476,316.8587326,326.0793316,332.9372028,315.5805901,322.3623755,331.3011196,314.9354011,322.3623755
336.7866826,317.3064878,326.5454599,333.4993478,315.9791853,322.771653,331.8281565,315.3092667,322.771653
337.4094975,317.7532546,327.0085807,334.0533162,316.3768783,323.1792623,332.3474945,315.6822792,323.1792623
338.0232923,318.1988507,327.4686716,334.5991993,316.7735239,323.5850999,332.8592317,316.0543003,323.5850999
338.6281769,318.6431426,327.9257089,335.1370964,317.1689899,323.9890747,333.3634512,316.4252118,323.9890747
339.2242615,319.0860017,328.3796806,335.6671092,317.5631648,324.3911054,333.8602587,316.7949061,324.3911054
339.8116644,319.5273059,328.8305741,336.1893443,317.9559481,324.7911193,334.3497457,317.1632852,324.7911193
340.3905069,319.9669549,329.2783845,336.7039125,318.3472411,325.1890525,334.8320244,317.5302634,325.1890525
340.9609118,320.4048533,329.7230948,337.2109249,318.7369657,325.5848493,335.3071926,317.8957655,325.5848493
341.5230053,320.8409208,330.1647054,337.7104957,319.1250508,325.9784592,335.7753659,318.2597241,325.9784592
342.0769141,321.2750816,330.6032131,338.202739,319.5114379,326.3698388,336.2366448,318.6220801,326.3698388
342.6227675,321.7072817,331.0386202,338.6877725,319.8960652,326.7589488,336.6911458,318.9827797,326.7589488
343.1606931,322.1374646,331.4709254,339.165709,320.2788834,327.1457548,337.1389715,319.3417781,327.1457548
343.6908194,322.5655817,331.9001324,339.636667,320.65985,327.5302291,337.5802378,319.6990344,327.5302291
344.2132747,322.991583,332.326245,340.1007617,321.0389255,327.9123459,338.0150465,320.054513,327.9123459
344.728186,323.4154322,332.749271,340.5581096,321.4160831,328.2920845,338.4435124,320.4081859,328.2920845
345.2356799,323.837102,333.1692274,341.0088221,321.7912916,328.6694096,338.865737,320.7600156,328.6694096
345.7358819,324.2565673,333.5861107,341.4530122,322.164523,329.0443285,339.28183,321.1099935,329.0443285
346.2289169,324.6737972,333.9999336,341.890792,322.5357569,329.4168235,339.6919044,321.4580938,329.4168235
346.7149074,325.0887749,334.4107068,342.3222722,322.9049763,329.7868816,340.0960567,321.804301,329.7868816
347.1939742,325.5014876,334.8184419,342.7475613,323.2721655,330.1544932,340.4943784,322.1486005,330.1544932
347.6662375,325.9119173,335.2231535,343.1667675,323.6373115,330.5196476,340.8869897,322.490981,330.5196476
348.1318157,326.3200516,335.6248528,343.5799967,324.0004068,330.8823465,341.2739881,322.831433,330.8823465
348.5908245,326.7258851,336.0235552,343.9873536,324.3614452,331.2425851,341.6554559,323.1699491,331.2425851
349.0433781,327.1294104,336.4192757,344.3889411,324.7204183,331.6003613,342.031509,323.5065239,331.6003613
349.4895895,327.5306222,336.8120309,344.7848598,325.0773246,331.9556764,342.4022394,323.8411536,331.9556764
349.9295697,327.9295168,337.2018355,345.17521,325.4321576,332.3085274,342.7677247,324.1738357,332.3085274
350.3634277,328.326102,337.5887059,345.5600893,325.7849172,332.6589194,343.1280756,324.504569,332.6589194
350.79127,328.7203631,337.9726615,345.9395949,326.1356026,333.0068556,343.4833727,324.8333537,333.0068556
351.2132014,329.1123038,338.3537172,346.3138201,326.4842148,333.35234,343.8337122,325.1601914,333.35234
351.629325,329.5019281,338.7318939,346.6828569,326.8307584,333.6953774,344.1791725,325.4850829,333.6953774
352.4655564,329.8901487,339.1139082,347.4874935,327.1761144,334.0388445,344.8986325,325.8087992,334.0388445
353.4585628,330.2781174,339.50964,348.4500728,327.521507,334.3870911,345.755848,326.132325,334.3870911
354.1938425,330.6690892,339.9279438,349.151581,327.8702407,334.746706,346.3837963,326.4584141,334.746706
354.863851,331.0643416,340.3620961,349.7860988,328.2235554,335.1151964,346.9535312,326.7881441,335.1151964
355.5093977,331.4656446,340.8120792,350.3951615,328.5832153,335.4940677,347.5007276,327.1230148,335.4940677
356.1421335,331.8741396,341.2759806,350.990921,328.9503787,335.8834988,348.0357737,327.4639813,335.8834988
356.7680392,332.2903928,341.7514228,351.5795324,329.325647,336.283002,348.5641533,327.8115166,336.283002
357.39003,332.7145104,342.2360662,352.1640624,329.7091244,336.6917485,349.0884542,328.1657308,336.6917485
358.0092861,333.1462665,342.7277933,352.7458757,330.1005742,337.1087497,349.6098215,328.5264344,337.1087497
358.6261603,333.5852046,343.2247759,353.3254701,330.4995171,337.5329639,350.1287077,328.8932154,337.5329639
359.2405378,334.0307299,343.7254631,353.9028491,330.9053554,337.9633661,350.6451439,329.2655837,337.9633661
359.8522753,334.482179,344.2285678,354.4777512,331.3174186,338.3989771,351.1589283,329.6429712,338.3989771
360.460881,334.938838,344.7330288,355.0499325,331.7349947,338.8388915,351.6698689,330.0247886,338.8388915
361.0659867,335.4000223,345.2379784,355.618924,332.1573836,339.2822835,352.177581,330.4104426,339.2822835
361.6671813,335.8650635,345.7427112,356.1843382,332.5839059,339.7284087,352.6817695,330.7993759,339.7284087
362.2640547,336.3333285,346.2466519,356.7457999,333.0139275,340.1766038,353.1821216,331.1910563,340.1766038
362.8562266,336.804234,346.7493352,357.3028898,333.4468511,340.6262774,353.6783378,331.584977,340.6262774
363.4433625,337.2772323,347.2503886,357.8552804,333.8821366,341.0769094,354.1701488,331.9806825,341.0769094
364.0251671,337.7518216,347.7495104,358.4026852,334.3192851,341.5280391,354.6573218,332.3777551,341.5280391
364.6013833,338.2275675,348.2464547,358.9448435,334.7578343,341.979262,355.1396552,332.775814,341.979262
365.1717977,338.7040456,348.7410256,359.4815354,335.1973805,342.4302215,355.6169794,333.1745088,342.4302215
365.7362253,339.1808994,349.2330625,360.012578,335.6375429,342.8806051,356.0891547,333.5735327,342.8806051
366.294523,339.6577962,349.7224366,360.5378275,336.0779896,343.3301362,356.5560682,333.9726047,343.3301362
366.8465812,340.1344395,350.2090468,361.0571702,336.5184242,343.7785735,357.01764,334.3714757,343.7785735
367.3923169,340.6105645,350.6928114,361.5705252,336.9585757,344.2257047,357.4738041,334.7699193,344.2257047
367.9316729,341.0859342,351.1736639,362.0778198,337.398204,344.6713433,357.9245206,335.1677368,344.6713433
368.4646129,341.5603349,351.6515547,362.5790279,337.837094,345.1153268,358.3697662,335.5647474,345.1153268
368.9911231,342.0335879,352.1264443,363.0741278,338.2750579,345.557512,358.8095332,335.9607912,345.557512
369.5112032,342.5055168,352.5983025,363.5631125,338.7119126,345.9977736,359.2438271,336.3557175,345.9977736
370.0248679,342.975973,353.0671052,364.0460024,339.1475162,346.4360027,359.6726649,336.7494126,346.4360027
370.5321442,343.4448246,353.5328379,364.522818,339.5817334,346.8721041,360.0960738,337.1417736,346.8721041
371.0330698,343.911953,353.9954893,364.9935932,340.0144436,347.3059945,360.5140905,337.5326745,347.3059945
371.5276938,344.3772546,354.4550516,365.4583708,340.4455404,347.7376038,360.9267551,337.9220423,347.7376038
372.0160669,344.8406382,354.9115227,365.9172003,340.8749294,348.1668681,361.3341195,338.3097969,348.1668681
372.4982488,345.3020224,355.3649041,366.3701381,341.3025276,348.5937332,361.7362342,338.6958674,348.5937332
372.9743049,345.7613362,355.8151974,366.8172434,341.7282613,349.0181534,362.133157,339.0802041,349.0181534
373.4443007,346.2185187,356.2624088,367.2585839,342.1520617,349.4400893,362.5249478,339.4627405,349.4400893
373.9083094,346.6735059,356.7065435,367.6942261,342.5738811,349.8595085,362.9116683,339.8434247,349.8595085
374.3664065,347.1262614,357.1476099,368.124243,342.9936647,350.2763816,363.2933846,340.2222279,350.2763816
374.8186696,347.5767413,357.5856179,368.5487096,343.4113693,350.6906861,363.6701634,340.5991137,350.6906861
375.265178,348.0249216,358.0205803,368.9676966,343.8269688,351.1024017,364.0420734,340.9740594,351.1024017
375.7060107,348.4707531,358.4525071,369.3812814,344.240419,351.5115141,364.409182,341.3470273,351.5115141
376.1412473,348.9142082,358.8814121,369.7895397,344.6516723,351.9180109,364.7715582,341.7179973,351.9180109
376.5709696,349.3552769,359.3073096,370.1925499,345.0607434,352.3218832,365.1292712,342.0869511,352.3218832
376.9952592,349.7939478,359.7302143,370.5903902,345.4676048,352.7231242,365.4823931,342.4538751,352.7231242
377.414197,350.2301953,360.150136,370.9831378,345.8722287,353.1217297,365.8309914,342.8187481,353.1217297
377.8278644,350.6640109,360.5670961,371.3708703,346.2746041,353.5176968,366.1751357,343.1815727,353.5176968
378.2363401,351.0953722,360.9811102,371.7536646,346.6747211,353.9110264,366.5148951,343.5423398,353.9110264
378.6397092,351.524289,361.3921948,372.1315974,347.0725724,354.3017197,366.8503376,343.9010439,354.3017197
379.0380484,351.9507543,361.8003654,372.5047443,347.4681495,354.6897812,367.1815316,344.2576809,354.6897812
379.4314372,352.3747778,362.2056397,372.8731808,347.8614528,355.0752138,367.5085435,344.6122486,355.0752138
379.8199503,352.7963401,362.6080335,373.2369811,348.2524805,355.4580233,367.8314392,344.964746,355.4580233
380.2036653,353.2154452,363.0075671,373.5962198,348.6412324,355.8382162,368.150284,345.3151739,355.8382162
380.5826606,353.6320942,363.404258,373.9509658,349.0277025,356.2158004,368.4651428,345.6635339,356.2158004
380.9570088,354.0462915,363.7981239,374.3012948,349.4119036,356.5907847,368.7760792,346.0098288,356.5907847
381.3267831,354.4580413,364.1891855,374.6472768,349.7938381,356.963178,369.0831563,346.3540621,356.963178
381.6920584,354.8673512,364.5774587,374.9889811,350.1735136,357.3329897,369.3864353,346.6962464,357.3329897
382.052904,355.2742267,364.9629634,375.3264756,350.5509293,357.7002324,369.6859775,347.036376,357.7002324
382.40939,355.6786753,365.3457182,375.6598283,350.9260919,358.0649169,369.9818421,347.3744501,358.0649169
382.7615849,356.0807042,365.7257421,375.9891061,351.2990155,358.4270549,370.2740884,347.7104873,358.4270549
383.1095562,356.4803226,366.1030546,376.3143734,351.6696951,358.7866588,370.5627744,348.0444957,358.7866588
383.4533711,356.8775416,366.477676,376.6356944,352.0381406,359.1437414,370.8479569,348.3764792,359.1437414
383.7930946,357.2723697,366.849624,376.9531306,352.4043611,359.4983159,371.1296918,348.7064526,359.4983159
384.1287915,357.6648168,367.2189174,377.2667445,352.7683659,359.8503955,371.408034,349.0344167,359.8503955
384.4605255,358.0548942,367.5855774,377.5765974,353.1301637,360.1999943,371.6830375,349.3603795,360.1999943
384.7883585,358.4426128,367.9496225,377.8827486,353.4897636,360.5471271,371.9547552,349.684352,360.5471271
385.5124154,358.8289119,368.317244,378.5966165,353.8480872,360.8944393,372.6472161,350.0072257,360.8944393
386.3894416,359.2148934,368.6979676,379.4675942,354.2062831,361.2459445,373.5015037,350.3302082,361.2459445
387.0271952,359.6037631,369.100582,380.0917299,354.5675825,361.6079474,374.1016814,350.6565908,361.6079474
387.6051951,359.9968446,369.5187252,380.6546583,354.9332886,361.9782739,374.6387015,350.9875968,361.9782739
388.1620882,360.3958457,369.9525473,381.1957529,355.3051514,362.3584595,375.1531084,351.325032,362.3584595
388.7088814,360.8019291,370.4002743,381.7263545,355.6843178,362.748783,375.6566259,351.6700172,362.748783
389.2512618,361.2156165,370.859637,382.252269,356.0713276,363.148852,376.1552742,352.0231473,363.148852
389.7919406,361.637042,371.3283752,382.7762566,356.4662868,363.5579315,376.6519959,352.384524,363.5579315
390.3319184,362.0659794,371.8044174,383.2994723,356.8689792,363.9751159,377.1479789,352.7539007,363.9751159
390.8714966,362.5019922,372.2859655,383.822247,357.2789565,364.3994223,377.6436155,353.1308302,364.3994223
391.410548,362.9444721,372.7714941,384.3444374,357.6956332,364.8298758,378.1388523,353.5147199,364.8298758
391.9487018,363.392771,373.2597261,384.8658397,358.1183305,365.2655369,378.6333502,353.9048984,365.2655369
392.4855895,363.8462064,373.7496076,385.3859052,358.5463665,365.7055283,379.1267791,354.3006735,365.7055283
393.0206401,364.3040966,374.2402713,385.9042172,358.9790533,366.149048,379.6186011,354.7013372,366.149048
393.5534132,364.7657826,374.7310164,386.4203042,359.4157276,366.5953701,380.1083925,355.1062255,366.5953701
394.0834431,365.2306453,375.2212646,386.9337014,359.8557632,367.0438417,380.5957017,355.514709,367.0438417
394.6102934,365.6981094,375.7105534,387.4439866,360.2985769,367.4938895,381.0801046,355.9261973,367.4938895
395.1335779,366.1676389,376.1985059,387.9507822,360.7436356,367.9449921,381.5612277,356.3401467,367.9449921
395.6529558,366.6387385,376.6848159,388.4537487,361.1904373,368.3966997,382.0387351,356.7560629,368.3966997
396.1681298,367.1109833,377.1692347,388.9525955,361.6385399,368.8486108,382.5123364,357.1734951,368.8486108
396.6788434,367.5839639,377.6515603,389.4470698,362.0875494,369.3003737,382.9817795,357.5920329,369.3003737
397.1848828,368.0573206,378.1316329,389.936959,362.5370923,369.7516794,383.4468485,358.0113098,369.7516794
397.6860718,368.530731,378.6093202,390.4220896,362.9868427,370.2022527,383.9073816,358.4309931,370.2022527
398.1822668,369.0039056,379.0845188,390.9023207,363.4365063,370.6518535,384.3632271,358.8507856,370.6518535
398.6733558,369.4765851,379.5571411,391.3775392,363.8858219,371.1002703,384.8142761,359.2704293,371.1002703
399.1592524,369.9485363,380.0271206,391.8476602,364.3345555,371.5473189,385.2604439,359.6896781,371.5473189
399.6398997,370.4195531,380.4944009,392.3126223,364.7824973,371.9928372,385.7016672,360.1083201,371.9928372
400.1152439,370.8894499,380.9589404,392.7723842,365.2294603,372.4366831,386.1379026,360.5261593,372.4366831
400.5852662,371.3580628,381.4207053,393.226921,365.6752779,372.8787319,386.5691241,360.9430454,372.8787319
401.0499571,371.8252457,381.8796718,393.6762235,366.1198029,373.3188739,386.9953216,361.358806,373.3188739
401.5093199,372.2908724,382.3358159,394.1202953,366.5628991,373.7570136,387.4164969,361.7733188,373.7570136
401.9633689,372.754812,382.7891275,394.5591511,367.0044545,374.1930678,387.8326622,362.1864639,374.1930678
402.4121297,373.2169793,383.2395971,394.9928165,367.4443657,374.626965,388.2438403,362.5981363,374.626965
402.8556317,373.6772824,383.6872176,395.4213197,367.8825398,375.0586425,388.6500593,363.0082418,375.0586425
403.2939165,374.1356523,384.131986,395.8447005,368.3188967,375.4880452,389.0513568,363.4166978,375.4880452
403.7270274,374.5920022,384.5739023,396.2630045,368.7533654,375.9151278,389.4477744,363.8234312,375.9151278
404.1550127,375.0462737,385.0129676,396.6762781,369.185883,376.339849,389.8393589,364.2283772,376.339849
404.5779242,375.4984129,385.4491861,397.0845742,369.6163947,376.7621755,390.2261602,364.6314831,376.7621755
404.9958182,375.9483746,385.8825653,397.4879485,370.0448532,377.1820794,390.6082318,365.0326946,377.1820794
405.4087537,376.3961194,386.3131085,397.8864604,370.471217,377.5995349,390.9856323,365.4319787,377.5995349
405.8167908,376.8416139,386.7408218,398.2801676,370.8954504,378.0145227,391.3584169,365.8292876,378.0145227
406.2199924,377.2848207,387.165717,398.6691329,371.3175227,378.4270266,391.7266451,366.2245877,378.4270266
406.6184218,377.7257245,387.5878034,399.053419,371.7374075,378.8370328,392.090377,366.617856,378.8370328
407.0121441,378.1643101,388.0070906,399.4330893,372.1550832,379.2445311,392.4496743,367.0090525,379.2445311
407.4012235,378.6005501,388.4235913,399.8082081,372.5705311,379.6495135,392.8045989,367.3981845,379.6495135
407.7857253,379.0344318,388.8373165,400.1788415,372.9837364,380.0519754,393.1552142,367.7852267,380.0519754
408.1657146,379.4659338,389.2482802,400.5450516,373.3946865,380.4519131,393.5015818,368.170166,380.4519131
408.5412571,379.8950736,389.6564942,400.9069036,373.8033728,380.8493258,393.8437648,368.5530009,380.8493258
408.9124178,380.3218276,390.0619716,401.2644625,374.2097758,381.2442137,394.1818251,368.9337079,381.2442137
409.2792605,380.7461912,390.4647278,401.6177927,374.6139207,381.6365784,394.5158248,369.3122829,381.6365784
409.6418495,381.1681645,390.8647774,401.9669573,375.0157798,382.0264231,394.8458249,369.6887217,382.0264231
410.0002482,381.5877329,391.2621318,402.3120199,375.4153592,382.4137526,395.1718864,370.0630223,382.4137526
410.3545201,382.0049163,391.6568073,402.6530416,375.8126545,382.7985709,395.4940702,370.4351837,382.7985709
410.7047279,382.4197136,392.0488198,402.9900847,376.2076678,383.1808854,395.8124358,370.8052065,383.1808854
411.0509334,382.832139,392.4381839,403.32321,376.6004018,383.5607033,396.1270424,371.1730928,383.5607033
411.3931973,383.24218,392.8249153,403.6524776,376.9908615,383.9380324,396.4379483,371.5388444,383.9380324
411.7315783,383.6498438,393.2090302,403.9779467,377.3790382,384.3128815,396.7452103,371.9024665,384.3128815
412.0661364,384.0551381,393.5905448,404.2996753,377.7649562,384.6852597,397.0488866,372.2639636,384.6852597
412.3969306,384.4580681,393.9694741,404.6177225,378.14862,385.0551781,397.349032,372.6233418,385.0551781
412.7240176,384.8586422,394.3458351,404.9321445,378.5300361,385.4226456,397.6457012,372.9806062,385.4226456
413.0474538,385.2568648,394.7196428,405.2429979,378.9092234,385.7876733,397.9389489,373.3357637,385.7876733
413.3672947,385.652753,395.0909141,405.550337,379.2861709,386.1502721,398.2288287,373.6888206,386.1502721
413.6835958,386.0463112,395.4596667,405.854215,379.66089,386.5104543,398.5153927,374.0397861,386.5104543
413.9964094,386.4375516,395.8259171,406.154685,380.0333893,386.8682312,398.798692,374.3886681,386.8682312
414.3057883,386.826483,396.1896829,406.4517992,380.4036786,387.2236171,399.0787769,374.7354751,387.2236171
414.6117851,387.2131157,396.5509785,406.7456083,380.7717671,387.5766232,399.3556978,375.0802162,387.5766232
