M9_board,M9_center,M9_corner,M8_board,M8_center,M8_corner,M7_board,M7_center,M7_corner
511.1692474,482.6700787,490.5200912,502.6577791,472.0221873,478.2788756,493.6484086,463.6226883,478.2788756
511.4668801,483.0613589,490.656766,503.0412684,472.4744382,478.7220198,494.0269704,464.0673274,478.7220198
511.7616313,483.4504523,490.8073388,503.4205839,472.924182,479.1624899,494.4013906,464.5094886,479.1624899
512.0535761,483.8373683,490.9690599,503.7959536,473.3714252,479.6002944,494.7718596,464.9491803,479.6002944
512.3426092,484.2221143,491.1404508,504.1672297,473.8161742,480.0354423,495.1383924,465.3864065,480.0354423
512.6289509,484.6047019,491.3196183,504.5346013,474.2584474,480.4679428,495.50093,465.8211752,480.4679428
512.9125199,484.9851522,491.5056945,504.8981113,474.6982378,480.8978054,495.8595845,466.2534971,480.8978054
513.1933683,485.3634564,491.6978781,505.2577909,475.1355539,481.32504,496.2144589,466.6833818,481.32504
513.4716191,485.739627,491.8953068,505.6137295,475.5704065,481.7496576,496.5656931,467.1108379,481.7496576
513.9691712,486.1143745,492.0994249,506.1865172,476.0035525,482.1731679,497.135348,467.536614,482.1731679
514.5659953,486.4882995,492.3096022,506.8563143,476.4355141,482.5977183,497.8012349,467.961239,482.5977183
515.027302,486.8634959,492.526178,507.3906256,476.8683475,483.0268776,498.3310933,468.3867741,483.0268776
515.4559925,487.2409288,492.7494436,507.8914531,477.3030942,483.4600834,498.8273804,468.814229,483.4600834
515.873609,487.6217228,492.9794981,508.380402,477.7408566,483.8983262,499.3115926,469.2447173,483.8983262
516.2865933,488.006611,493.6732787,508.8639464,478.1823601,484.3418599,499.7903623,469.6789676,484.3418599
516.6979398,488.3959605,495.2885889,509.3449272,478.6279672,484.790539,500.2666112,470.1173401,484.790539
517.1092493,488.789841,496.0600925,509.8250446,479.0777526,485.2439733,500.7420176,470.5599044,485.2439733
517.5209091,489.1881017,496.6155707,510.3046692,479.5315644,485.70164,501.2169366,471.0065079,485.70164
517.9331197,489.5904462,497.0834739,510.7839865,479.9891106,486.1629554,501.6914488,471.4568672,486.1629554
518.3456916,489.9964878,497.5072976,511.2628217,480.4500076,486.6273244,502.1654316,471.9105955,486.6273244
518.7581951,490.1786389,497.906455,511.7407038,480.9138256,487.0941609,502.6386756,472.3672673,487.0941609
519.1703132,490.2535146,498.3248065,512.2174206,481.3801192,487.5629157,503.110589,472.8264363,487.5629157
519.5814101,490.3258692,498.7818404,512.6924306,481.8484462,488.0330809,503.5807555,473.287661,488.0330809
519.9915011,490.4107071,499.2655265,513.165356,482.3183793,488.5041965,504.0490839,473.7505182,488.5041965
520.3999428,490.5062309,499.7509782,513.6359569,482.7895235,488.9758404,504.5149375,474.2146086,488.9758404
520.8064035,490.6108288,500.2258138,514.1037519,483.2615011,489.4476427,504.9780171,474.6795585,489.4476427
521.2105678,490.7234789,500.6861899,514.5686061,483.7339715,489.9192702,505.4380426,475.1450256,489.9192702
521.6122736,490.8432599,501.1321568,515.0300327,484.2066213,490.173422,505.8948643,475.6106983,490.173422
522.0110646,490.9694958,501.5650405,515.4880358,484.6791667,490.245641,506.3482935,476.0762936,490.245641
522.4069641,491.1016103,501.9862626,515.9424062,485.1513515,490.3211502,506.7979628,476.541555,490.3211502
522.7996221,491.2391225,502.3971412,516.3928496,485.6229451,490.4144637,507.2437568,477.0062514,490.4144637
523.1888195,491.3816223,502.8002737,516.8394149,486.0937404,490.5237769,507.685723,477.4701796,490.5237769
523.5746779,491.5287543,503.2024685,517.2818424,486.5635552,490.6477939,508.1236113,477.9331547,490.6477939
523.9569262,491.6802052,503.6061335,517.7201071,487.0322248,490.7850162,508.55728,478.395012,490.7850162
524.3355147,491.835696,504.0102943,518.1541924,487.4996025,490.9345244,508.9868906,478.8556042,490.9345244
524.7105129,491.9949744,504.4132637,518.5840182,487.9655562,491.0945633,509.4123301,479.3148005,491.0945633
525.081727,492.157811,504.8134611,519.0095968,488.42997,491.2642146,509.8333522,479.772485,491.2642146
525.4491453,492.3239946,505.2100142,519.430811,488.8927407,491.4422301,510.250167,480.2285549,491.4422301
525.8128384,492.49333,505.6027341,519.8477556,489.3537773,491.6278751,510.6627524,480.6829193,491.6278751
526.1727526,492.6656352,505.9912886,520.2604695,489.813001,491.820177,511.0711142,481.1354982,491.820177
526.5288071,492.8407402,506.3758892,520.6688222,490.1635824,492.0201816,511.4751207,481.5862209,492.0201816
526.8811092,493.0184853,506.7567709,521.0729973,490.2268135,492.2261807,511.8750096,482.0350253,492.2261807
527.229642,493.6019779,507.1344068,521.4728429,490.3018275,492.4376464,512.2706335,482.4818567,492.4376464
527.5743359,495.0998617,507.5089929,521.8687822,490.390796,492.6544561,512.6621328,482.9266681,492.6544561
527.915384,496.0094211,507.8810172,522.2603212,490.4909405,492.8761212,513.0493812,483.3694173,492.8761212
528.2527239,496.7455523,508.2509415,522.6476766,490.600843,493.1026762,513.432664,483.8100693,493.1026762
528.5863357,497.3997277,508.6186476,523.030869,490.7191408,495.1982422,513.811923,484.2485943,495.1982422
528.916304,498.0052678,508.9842696,523.4101029,490.844738,496.7034183,514.1871049,484.6849556,496.7034183
529.2428044,498.5777706,509.3476359,523.7852197,490.9768391,497.6029161,514.5582165,485.1191459,497.6029161
529.565707,499.1252299,509.7090729,524.1563965,491.1147825,498.2768696,514.9255097,485.5511438,498.2768696
529.8852506,499.652882,510.0686039,524.5235372,491.2580285,498.8365115,515.2889786,485.9809339,498.8365115
530.2012657,500.1635962,510.4263959,524.8867234,491.4061264,499.3289377,515.648564,486.4085109,499.3289377
530.5139294,500.6599692,510.782237,525.2460554,491.558693,499.7779831,516.0043565,486.833844,499.7779831
530.8233012,501.1437318,511.1359835,525.6015025,491.7153973,500.1971813,516.3564781,487.2569494,500.1971813
531.1293468,501.616349,511.4879089,525.9531436,491.8759492,500.6138413,516.7049036,487.6778074,500.6138413
531.4322028,502.0789668,511.8381997,526.3010798,492.0400911,501.0383334,517.0496519,488.096414,501.0383334
531.7318612,502.5325154,512.1866599,526.645257,492.2075914,501.4783749,517.3908747,488.5127687,501.4783749
532.0284038,502.9777845,512.5333193,526.9858261,492.3782401,501.9395445,517.728616,488.9268719,501.9395445
532.3218122,503.4154451,512.8781988,527.3227255,492.5518446,502.4108715,518.0627923,489.3387226,502.4108715
532.6121635,503.846079,513.2213129,527.6560011,492.7282275,502.8816534,518.3934653,489.7483242,502.8816534
532.8995741,504.2701943,513.5626766,527.9858037,492.9072239,503.345777,518.7208289,490.1471286,503.345777
533.1837714,504.6874941,513.9023067,528.3120178,493.0887257,503.800418,519.0449312,490.19581,503.800418
533.4652818,505.1000778,514.2402161,528.6348216,494.2882993,504.2445362,519.3657646,490.2649021,504.2445362
533.7439441,505.5067167,514.5764156,528.9541561,495.5129304,504.6779902,519.6832713,490.3408375,504.6779902
534.0197938,505.9090607,514.9109166,529.2702033,496.3533481,505.1012511,519.9975025,490.4275928,505.1012511
534.2928591,506.306519,515.2437292,529.5828803,497.0614225,505.5149885,520.3086146,490.5232626,505.5149885
534.5631341,506.6990838,515.5748601,529.8922192,497.7012824,505.9198946,520.6165547,490.6264825,505.9198946
534.8307664,507.0876371,515.9043167,530.1984079,498.298574,506.3167387,520.9214688,490.73634,506.3167387
535.0956914,507.4722454,516.2321042,530.5013954,498.8649263,506.7060412,521.2232894,490.8520329,506.7060412
535.3579983,507.8530507,516.5582255,530.8012932,499.4078866,507.0882738,521.521991,490.9729688,507.0882738
535.6177111,508.2302088,516.8826831,531.0981392,499.9316616,507.4657553,521.8177976,491.0986438,507.4657553
535.8749085,508.6041876,517.205479,531.3920082,500.4394328,507.8407711,522.1106641,491.2286425,507.8407711
536.1295735,508.9746124,517.526616,531.6828238,500.9330278,508.2155412,522.400468,491.3626139,508.2155412
536.3817269,509.3417219,517.8460966,531.9708149,501.4143228,508.5900227,522.6875009,491.500257,508.5900227
536.6314634,509.7056795,518.1639214,532.2559402,501.884566,508.9641996,522.9716348,491.6413092,508.9641996
536.720908,510.0662569,518.4771639,532.3814358,502.3443899,509.3365033,523.1011722,491.785487,509.3365033
536.3562521,510.4218827,518.7790072,532.0567759,502.7931946,509.7040296,522.8031147,491.9324093,509.7040296
535.9515411,510.7703337,519.0607178,531.6891293,503.2292731,510.061793,522.488668,492.0815565,510.061793
535.5554852,511.1088565,519.3145866,531.3298635,503.6503504,510.4046947,522.1766441,492.2322794,510.4046947
535.1003203,511.4344556,519.5351682,530.9129852,504.0537502,510.7279782,521.7974659,492.3838338,510.7279782
534.5629803,511.7442806,519.7190174,530.4118447,504.437015,511.0274117,521.3355534,492.5354274,511.0274117
533.9372426,512.0358864,519.8642408,529.8229983,504.7980074,511.2996836,520.7873454,492.6862598,511.2996836
533.2230379,512.3072235,519.9699677,529.1455533,505.134961,511.5421977,520.1546946,492.8355498,511.5421977
532.4223033,512.5566452,520.0359246,528.3811598,505.4465273,511.7530288,519.4387715,492.9825533,511.7530288
531.5356574,512.7828514,520.0621512,527.5326222,505.7316766,511.9307612,518.6432494,493.1285698,511.9307612
530.5684907,512.9848027,520.0488149,526.6041575,505.9896342,512.0743523,517.7719715,494.237845,512.0743523
529.5224515,513.16169,519.9961156,525.5920289,506.2198375,512.1830737,516.8228571,495.0213493,512.1830737
528.3983605,513.3128601,519.9042124,524.5036834,506.421854,512.2564003,515.8019964,495.5379562,512.2564003
527.1988559,513.4377934,519.7732188,523.3393283,506.5953663,512.2939505,514.7041944,495.9380904,512.2939505
525.9234401,513.5360475,519.6031931,522.099084,506.740136,512.2954194,513.534426,496.2640204,512.2954194
524.5731013,513.6072704,519.3940904,520.7836669,506.855981,512.2605527,512.2932751,496.5327368,512.2605527
523.1473124,513.6511556,519.145818,519.3930726,506.9427532,512.1890781,510.9802102,496.7526486,512.1890781
521.6443323,513.6674473,518.8582164,517.924491,507.0003409,512.0806954,509.5939252,496.9286009,512.0806954
520.0628447,513.6559247,518.5310421,516.3772958,507.0286497,511.9351129,508.1328017,497.0637068,511.9351129
518.4006183,513.6163896,518.1639865,514.749774,507.0275982,511.7519422,506.5963991,497.1600907,511.7519422
516.6577999,513.548673,517.7566895,513.0405747,506.9971412,511.5307754,504.9843327,497.2193212,511.5307754
514.8330603,513.4526121,517.3087454,511.2498697,506.9372209,511.2712271,503.2974046,497.2425868,511.2712271
512.9255101,513.3281028,516.819588,509.376474,506.8477877,510.9727805,501.5326428,497.2308462,510.9727805
510.935998,513.1750171,516.2886277,507.4208754,506.7288216,510.6349157,499.69237,497.1848733,510.6349157
508.8643932,512.9932403,515.7152025,505.3828171,506.5802657,510.2570638,497.7739066,497.1053163,510.2570638
506.7080597,512.7826727,515.0985239,503.2601318,506.4021171,509.8386088,495.7784494,496.9927525,509.8386088
504.8790857,512.5383436,514.4412889,501.4619607,506.1894021,509.3798124,494.0809481,496.8423656,509.3798124
503.162077,512.2689055,513.7492661,499.7747654,505.9508737,508.8856177,492.487828,496.6639267,508.8856177
501.5161584,511.9736965,513.0393613,498.1578112,505.6859223,508.3555258,490.9609936,496.4568495,508.3555258
499.9227368,511.6537825,512.3045207,496.5928788,505.3956022,507.8039969,489.4832806,496.2228532,507.8039969
498.3708043,511.3106285,511.55641,495.0689557,505.0817356,507.2232066,488.0442309,495.9635246,507.2232066
496.8530257,510.9462173,510.7975041,493.5787196,504.7459778,506.6231672,486.6373303,495.6809087,506.6231672
495.3648107,510.5621639,510.0304052,492.1176227,504.3901806,506.0057091,485.2577237,495.3769551,506.0057091
493.9029039,510.1604401,509.2573304,490.6822328,504.0188148,505.3731066,483.9021977,495.0538232,505.3731066
492.4652902,509.7426983,508.480121,489.2711669,503.6271329,504.7275255,482.5691395,494.7133023,504.7275255
491.0505703,509.3105364,507.7002392,487.8824955,503.2215526,504.0708925,481.2570087,494.3571557,504.0708925
489.6577224,508.8655503,506.9189025,486.5155576,502.8029351,503.4049518,479.9649846,493.9870799,503.4049518
488.2859871,508.4090813,506.1371178,485.1694135,502.3725377,502.7311373,478.692451,493.6077267,502.7311373
486.9349537,507.9424098,505.3557061,483.843604,501.9317361,502.0507864,477.4389482,493.2195384,502.0507864
485.6041797,507.4666991,504.5753555,482.5376532,501.4816285,501.365031,476.2040042,493.1137703,501.365031
484.293281,506.9829912,503.7966241,481.2513421,501.0232912,500.6749285,474.98758,493.0333389,500.6749285
483.0019224,506.4922718,503.0199826,479.9842746,500.5577027,499.9813175,473.7890068,492.9602173,499.9813175
481.729863,505.9953788,502.2458269,478.7363107,500.0857386,499.2849819,472.6082695,492.8744893,499.2849819
480.4766185,505.4931033,501.4744806,477.5068574,499.6081958,498.5866099,471.4451621,492.7780548,498.5866099
479.2420398,504.9861211,500.7062147,476.2958017,499.12578,497.8868009,470.2993521,492.6721517,497.8868009
478.0258435,504.4751812,499.941264,475.1027125,498.6391551,497.1861076,469.1707191,492.5577054,497.1861076
476.8277405,503.9607584,499.1798411,473.9274655,498.1489037,496.4849732,468.0588849,492.4354554,496.4849732
475.6473952,503.443403,498.422123,472.7697453,497.6555493,495.7838333,466.9638273,492.3060071,495.7838333
474.4846568,502.9235414,497.6682417,471.629299,497.1595638,495.0830736,465.8850293,492.1698745,495.0830736
473.3390814,502.4016221,496.9183221,470.5057906,496.6613846,494.3830349,464.8199512,492.0276644,494.3830349
472.2104557,501.8780156,496.1724733,469.3990717,496.1613618,493.6840057,463.7732916,491.8787541,493.6840057
471.0985641,501.3530743,495.4307927,468.3086553,495.6598753,493.1340336,462.7423862,491.7242569,493.1340336
470.0031013,500.827112,494.6933588,467.2344064,495.1572274,493.051338,461.7268184,491.5644893,493.051338
468.9237444,500.3004109,493.9602485,466.1761168,494.6537422,492.9480364,460.7264432,491.3997404,492.9480364
467.8603506,499.7732004,493.2324105,465.1334666,494.1497035,492.8200108,459.7411771,491.2302751,492.8200108
466.8125325,499.2457302,493.0597298,464.1063999,493.6482476,492.6708308,458.7706382,491.0563385,492.6708308
465.7800503,498.7182056,492.8810469,463.0943874,493.1599693,492.5027392,457.8145113,490.8781574,492.5027392
464.7627054,498.1908027,492.7002722,462.0973748,493.0951267,492.317557,456.8725979,490.695943,492.317557
463.7602234,497.6637001,492.4840116,461.1149561,493.0070695,492.1168153,455.9444327,490.5098927,492.1168153
462.7724972,497.137051,492.2396965,460.1470149,492.9145175,491.9017655,455.0300582,490.3196588,491.9017655
461.7990065,496.6109948,491.9716027,459.1932869,492.8088107,491.6734905,454.1292528,489.9109434,491.6734905
460.8396885,496.0856443,491.6826406,458.2535757,492.6920834,491.4329366,453.2414454,488.142214,491.4329366
459.8941524,495.5611318,491.375209,457.3277149,492.565803,491.1809431,452.3668169,487.085934,491.1809431
458.9623163,495.0375694,491.051301,456.4152792,492.4310727,490.9182637,451.5047597,486.2363988,490.9182637
458.0439094,494.5150376,490.7126684,455.5142159,492.288956,490.6455793,450.6553182,485.4844745,490.6455793
457.1386947,493.9936075,490.3616362,454.6281265,492.1391798,490.3641495,449.8186177,484.7904765,490.3641495
456.246573,493.476646,489.154973,453.7550421,491.9829762,489.2728735,448.994649,484.1373968,489.2728735
455.3670514,493.1292975,486.9421335,452.8945887,491.8208521,486.3819535,448.1815035,483.5094928,486.3819535
454.5001056,493.0536698,485.7103487,452.0465406,491.6532309,484.9102588,447.3799158,482.9026063,484.9102588
453.6453732,492.9689628,484.7701405,451.2103293,491.4805233,483.8694796,446.5897009,482.3131195,483.8694796
452.8027559,492.8688383,484.0133519,450.3863053,491.3030271,482.9941548,445.8106828,481.7383475,482.9941548
451.9720313,492.7562664,483.2897417,449.5740013,491.1210472,482.178296,445.0427749,481.1762908,482.178296
451.1514019,492.6334228,482.5430022,448.7732506,490.9348493,481.3822401,444.2855122,480.6254077,481.3822401
450.3439626,492.5009046,481.7908221,447.9837081,490.7446758,480.6028614,443.5387767,480.0844635,480.6028614
449.5490044,492.359849,481.0548296,447.2053762,490.5507473,479.8433651,442.8025597,479.5524602,479.8433651
448.7625635,492.2122037,480.3429005,446.437909,490.3530625,479.1050128,442.076489,479.0285772,479.1050128
447.988325,492.0570657,479.6560579,445.6813705,490.1302095,478.387351,441.3604838,478.512102,478.387351
447.2247229,491.8957216,478.9919827,444.9351754,488.2237443,477.6890437,440.6543291,478.0024358,477.6890437
446.4716492,491.7286593,478.3478731,444.1993987,487.0896469,477.0085528,439.9579134,477.4990542,477.0085528
445.7289943,491.5562936,477.7208483,443.4741743,486.1978799,476.3436118,439.2710378,477.0015066,476.3436118
444.9961186,491.3790139,477.1052309,442.7594331,485.4213152,475.6895546,438.5936728,476.5093698,475.6895546
444.27366,491.1971137,476.4928254,442.0523749,484.6939367,475.0432239,437.9253946,476.022308,475.0432239
443.5609053,491.0108842,475.8817496,441.3562361,484.0134935,474.4031404,437.2660732,475.539976,474.4031404
442.857873,490.8205835,475.2732629,440.669357,483.3647132,473.7687612,436.6157376,475.0620908,473.7687612
442.1641157,490.6264472,474.6692643,439.9917992,482.7401512,473.140103,435.9740443,474.5883988,473.140103
441.4798701,490.4286866,474.0710964,439.3233604,482.1351596,472.5174181,435.3409099,474.118664,472.5174181
440.804859,490.2268545,473.4794309,438.6638759,481.5465672,471.9005894,434.7162076,473.6526802,471.9005894
440.1389142,488.9373222,472.8944661,438.0131796,480.9720861,471.2892997,434.0998175,473.1902564,471.2892997
439.4816936,487.4952073,472.316164,437.3710064,480.4099988,470.6843168,433.4916006,472.7312223,470.6843168
438.8333332,486.5104304,471.7442489,436.7374869,479.8589267,470.0854024,432.891444,472.2754345,470.0854024
438.1935115,485.6823091,471.1785515,436.1122974,479.3177971,469.4924725,432.2992673,471.8227463,469.4924725
437.5630005,484.9424351,470.6187344,435.4951484,478.7857011,468.9054344,431.7147119,471.3730389,468.9054344
436.9399168,484.2468046,470.0644606,434.886068,478.2618821,468.3241489,431.1377104,470.926198,468.3241489
436.3248706,483.5852755,469.5152508,434.2851221,477.7457355,467.7483899,430.5683033,470.4821229,467.7483899
435.7177759,482.9501525,468.9705784,433.6923033,477.2368776,467.1779641,430.0060817,470.0407256,467.1779641
435.1175708,482.3333638,468.4300978,433.1066137,476.7349653,466.6126531,429.4510898,469.6019181,466.6126531
434.5260464,481.7363396,467.8933856,432.5282473,476.2387936,466.0522501,428.9032187,469.1656291,466.0522501
433.9421093,481.1548949,467.3603969,431.9573396,475.7481658,465.4965717,428.3623373,468.7317853,465.4965717
433.3655415,480.5867977,466.8310139,431.3936889,475.2628069,464.9454646,427.8283765,468.3003287,464.9454646
432.7962397,480.0304443,466.3051628,430.8370242,474.7824227,464.3987931,427.3011935,467.8712012,464.3987931
432.2342032,479.4845916,465.782826,430.2873887,474.3067217,463.8564427,426.7807261,467.4443524,463.8564427
431.6792136,478.9482347,465.2640302,429.7446706,473.8354421,463.3183126,426.2668242,467.0197337,463.3183126
431.1312518,478.4205407,464.7487701,429.2087546,473.3683498,462.7843051,425.7592378,466.5973191,462.7843051
430.590168,477.9008029,464.2370209,428.6795789,472.9052229,462.2543261,425.258079,466.1770381,462.2543261
430.0558242,477.3884117,463.7288047,428.1570051,472.4458665,461.7283177,424.7629741,465.7588785,461.7283177
429.5281017,476.8828349,463.2240309,427.6408238,471.9901066,461.2062036,424.2740644,465.3428019,461.2062036
429.0069059,476.383604,462.7226926,427.1310924,471.5377522,460.6879072,423.7910546,464.9287809,460.6879072
428.4921254,475.8903018,462.2247126,426.6276543,471.0886794,460.1734313,423.3139759,464.516795,460.1734313
427.9836509,475.4025558,461.7300424,426.1302432,470.6427526,459.6628082,422.8427337,464.1068009,459.6628082
427.4813207,474.9200321,461.2386145,425.6389038,470.1998424,459.1556627,422.3772591,463.698794,459.1556627
426.985061,474.4424299,460.7503655,425.153556,469.759842,458.6520465,421.9174932,463.2927318,458.6520465
426.4948703,473.9694768,460.2653026,424.6740872,469.3226514,458.1519705,421.4633351,462.8886225,458.1519705
426.0106195,473.5009282,459.7832964,424.2004515,468.8881661,457.6553926,421.0147057,462.486432,457.6553926
425.5319624,473.0365632,459.3042673,423.7325487,468.4563158,457.1622409,420.5715528,462.0861328,457.1622409
425.0596345,472.576761,458.8282562,423.2703077,468.0270318,456.6725061,420.1337131,461.6877284,456.6725061
424.5924204,472.1204376,458.3552361,422.8136168,467.6002234,456.186155,419.7011639,461.291201,456.186155
424.1307101,471.6676434,457.885197,422.3622505,467.1758547,455.7031414,419.2737906,460.8965357,455.7031414
423.6744806,471.2182745,457.4180941,421.916309,466.7538278,455.2234641,418.8515095,460.5037203,455.2234641
423.2236067,470.7722044,456.953898,421.4754874,466.3341259,454.7470724,418.4342432,460.1127408,454.7470724
422.7778811,470.3293269,456.4925912,421.0399061,465.9166842,454.2739168,418.0219224,459.723596,454.2739168
422.3373861,469.8894831,456.0341598,420.6093062,465.5014568,453.8039786,417.6144311,459.3362585,453.8039786
421.9020252,469.4525901,455.578584,420.1837351,465.0884129,453.3372319,417.2117378,458.9507127,453.3372319
421.4715482,469.0185489,455.1258368,419.7631057,464.6775141,452.8736554,416.8137466,458.5669669,452.8736554
421.0460129,468.5872586,454.6758678,419.3473905,464.2687216,452.4132193,416.4203747,458.184984,452.4132193
420.6253582,468.1586375,454.2286675,418.9365184,463.8620059,451.955875,416.0315736,457.8047747,451.955875
420.2095168,467.7326041,453.7842201,418.5304277,463.4573392,451.5016125,415.6472577,457.4263269,451.5016125